Staff_ID,Hotel_ID,Department,Role,Shift,Monthly_Salary
247617,161794,Front Office,Associate,Night,36074.03
247618,161709,Housekeeping,Associate,Night,160926.16
247619,160874,Maintenance,Technician,Night,170153.94
247620,161271,Front Office,Chef,Evening,151427.75
247621,161330,Front Office,Chef,Morning,179619.85
247622,160662,Housekeeping,Supervisor,Morning,49009.02
247623,161545,Housekeeping,Executive,Morning,147616.04
247624,161569,Housekeeping,Chef,Morning,64801.14
247625,160349,Maintenance,Supervisor,Morning,169162.42
247626,160387,Food & Beverage,Executive,Night,97701.97
247627,160642,Housekeeping,Supervisor,Night,159546.07
247628,161904,Housekeeping,Technician,Night,138273.34
247629,160399,Housekeeping,Executive,Night,101690.24
247630,161852,Food & Beverage,Manager,Night,115672.22
247631,161309,Maintenance,Associate,Night,36701.01
247632,161447,Front Office,Executive,Evening,72778.66
247633,160058,Front Office,Associate,Night,97080.02
247634,160680,Sales,Manager,Evening,158637.54
247635,160539,Sales,Technician,Night,146829.34
247636,160033,Front Office,Technician,Evening,113677.43
247637,160165,Food & Beverage,Technician,Night,49740.47
247638,160214,Food & Beverage,Technician,Morning,119620.29
247639,160999,Front Office,Supervisor,Evening,161962.75
247640,160842,Maintenance,Associate,Night,162055.52
247641,160858,Housekeeping,Chef,Morning,128399.54
247642,160841,Sales,Executive,Night,162635.29
247643,161818,Front Office,Supervisor,Morning,105248.17
247644,162000,Front Office,Supervisor,Evening,20192.94
247645,161358,Front Office,Manager,Morning,19615.1
247646,161163,Maintenance,Chef,Night,85790.9
247647,160604,Food & Beverage,Chef,Evening,152469.91
247648,160772,Maintenance,Supervisor,Evening,43751.63
247649,160726,Sales,Supervisor,Morning,121348.77
247650,160817,Sales,Associate,Morning,74459.81
247651,160666,Food & Beverage,Executive,Evening,87376.27
247652,160784,Front Office,Supervisor,Night,91599.83
247653,161884,Sales,Chef,Night,75840.52
247654,161200,Maintenance,Supervisor,Evening,146058.16
247655,160212,Housekeeping,Supervisor,Morning,158623.3
247656,161385,Food & Beverage,Associate,Evening,95139.61
247657,161141,Maintenance,Supervisor,Evening,138693.85
247658,161682,Maintenance,Executive,Morning,32218.62
247659,161522,Sales,Supervisor,Morning,141429.83
247660,161038,Sales,Chef,Night,157979.73
247661,161442,Housekeeping,Executive,Night,174625.5
247662,161040,Front Office,Executive,Evening,62657.44
247663,161278,Food & Beverage,Chef,Morning,120946.86
247664,160064,Food & Beverage,Technician,Evening,19941.02
247665,160301,Food & Beverage,Manager,Morning,173464.44
247666,161308,Front Office,Supervisor,Morning,100471.71
247667,161001,Front Office,Supervisor,Morning,129588.86
247668,160729,Front Office,Manager,Evening,22345.23
247669,161480,Food & Beverage,Technician,Morning,132782.95
247670,161691,Sales,Executive,Evening,26961.96
247671,161511,Front Office,Chef,Morning,29953.14
247672,161061,Front Office,Associate,Evening,147151.04
247673,160381,Food & Beverage,Technician,Evening,24111.41
247674,161722,Food & Beverage,Associate,Evening,79156.43
247675,161486,Housekeeping,Associate,Night,173729.84
247676,160202,Front Office,Manager,Morning,54520.44
247677,161372,Sales,Associate,Morning,81506.77
247678,161125,Maintenance,Executive,Morning,128886.41
247679,160593,Housekeeping,Chef,Morning,62909.81
247680,161906,Maintenance,Executive,Night,157219.59
247681,161160,Food & Beverage,Executive,Evening,52217.17
247682,160300,Sales,Technician,Morning,119240.03
247683,160286,Food & Beverage,Chef,Morning,86866.88
247684,160883,Maintenance,Supervisor,Morning,73912.9
247685,161173,Food & Beverage,Supervisor,Evening,61784.04
247686,161779,Front Office,Associate,Evening,120004.86
247687,160348,Front Office,Supervisor,Evening,122436.19
247688,160220,Housekeeping,Supervisor,Night,166792.95
247689,161814,Maintenance,Executive,Night,77109.96
247690,161615,Sales,Technician,Night,122795.78
247691,161492,Housekeeping,Associate,Night,42774.26
247692,161030,Maintenance,Chef,Morning,64213.5
247693,161969,Sales,Technician,Morning,53110.07
247694,160894,Sales,Manager,Night,76825.86
247695,161531,Front Office,Chef,Morning,59765.27
247696,161771,Food & Beverage,Technician,Evening,103458.37
247697,161354,Sales,Executive,Evening,153266.23
247698,160895,Front Office,Technician,Night,99859.43
247699,161205,Sales,Associate,Night,64171.04
247700,160406,Housekeeping,Technician,Evening,127535.2
247701,160237,Front Office,Chef,Morning,72761.01
247702,160376,Food & Beverage,Executive,Evening,77512.84
247703,161651,Front Office,Executive,Morning,68889.47
247704,161059,Food & Beverage,Chef,Morning,23591.01
247705,161970,Sales,Executive,Morning,51534.94
247706,161774,Maintenance,Technician,Morning,179478.2
247707,160305,Maintenance,Associate,Night,36119.08
247708,161754,Front Office,Supervisor,Morning,133694.06
247709,161945,Front Office,Executive,Evening,171040.1
247710,160400,Maintenance,Chef,Morning,87676.28
247711,161574,Sales,Technician,Morning,137768.41
247712,161315,Housekeeping,Supervisor,Morning,153009.82
247713,161108,Housekeeping,Chef,Evening,125108.53
247714,160010,Housekeeping,Executive,Night,53683.59
247715,160564,Maintenance,Technician,Evening,156358.2
247716,161337,Housekeeping,Supervisor,Morning,30246.11
247717,161664,Housekeeping,Technician,Evening,159444.81
247718,161370,Sales,Technician,Morning,26154.87
247719,160755,Front Office,Executive,Night,142202.86
247720,160255,Maintenance,Manager,Evening,99032.35
247721,160882,Front Office,Chef,Morning,54696.39
247722,161289,Maintenance,Associate,Morning,144665.65
247723,160694,Housekeeping,Associate,Morning,69301.71
247724,161319,Food & Beverage,Technician,Evening,49207.97
247725,161391,Sales,Manager,Evening,71750.88
247726,161009,Maintenance,Associate,Evening,78133.69
247727,161799,Sales,Associate,Night,132408.75
247728,160379,Housekeeping,Manager,Night,20829.2
247729,161724,Housekeeping,Manager,Night,149688.37
247730,160880,Housekeeping,Supervisor,Morning,130908.9
247731,161827,Housekeeping,Supervisor,Morning,155853.79
247732,161700,Maintenance,Manager,Night,174439.91
247733,161639,Food & Beverage,Associate,Evening,24312.46
247734,160675,Housekeeping,Chef,Night,19835.53
247735,161454,Housekeeping,Technician,Night,53723.71
247736,161665,Housekeeping,Associate,Night,50414.84
247737,160676,Food & Beverage,Technician,Morning,98414.06
247738,161116,Maintenance,Chef,Night,142088.99
247739,160281,Food & Beverage,Executive,Morning,30798.46
247740,160346,Food & Beverage,Chef,Night,68644.87
247741,160277,Food & Beverage,Executive,Night,160570.56
247742,161914,Food & Beverage,Manager,Night,156242.35
247743,160770,Housekeeping,Supervisor,Evening,26778.62
247744,161804,Sales,Supervisor,Evening,169739.76
247745,161317,Housekeeping,Technician,Morning,178847.43
247746,161519,Sales,Associate,Evening,133754.18
247747,160560,Front Office,Chef,Night,176025.98
247748,160946,Maintenance,Technician,Night,106352.08
247749,160078,Maintenance,Supervisor,Morning,153295.33
247750,160150,Sales,Technician,Morning,102305.38
247751,161668,Food & Beverage,Technician,Evening,30237.72
247752,160072,Maintenance,Associate,Night,118775.13
247753,160897,Housekeeping,Technician,Morning,23157.69
247754,161334,Food & Beverage,Supervisor,Morning,92939.41
247755,161379,Food & Beverage,Chef,Evening,84271.32
247756,160726,Front Office,Associate,Evening,167903.42
247757,160472,Sales,Executive,Evening,45846.43
247758,160801,Sales,Technician,Evening,94071.42
247759,161808,Housekeeping,Supervisor,Morning,136996.97
247760,160904,Food & Beverage,Chef,Evening,73168.1
247761,160787,Front Office,Technician,Morning,112787.15
247762,161053,Food & Beverage,Technician,Evening,106001.86
247763,160410,Food & Beverage,Manager,Night,151269.68
247764,160276,Maintenance,Executive,Morning,155924.6
247765,160422,Maintenance,Associate,Morning,117728.63
247766,161258,Maintenance,Technician,Evening,163798.96
247767,160151,Front Office,Executive,Evening,105863.8
247768,160009,Maintenance,Manager,Night,44576.39
247769,160611,Housekeeping,Manager,Morning,74016.99
247770,161883,Sales,Manager,Morning,37129.67
247771,161697,Maintenance,Supervisor,Morning,131538.65
247772,160058,Front Office,Executive,Night,78123.03
247773,161490,Food & Beverage,Associate,Night,71432.25
247774,160334,Food & Beverage,Chef,Evening,131623.93
247775,160040,Food & Beverage,Supervisor,Evening,150947.88
247776,160900,Sales,Technician,Night,154318.29
247777,161762,Maintenance,Manager,Morning,113707.44
247778,160057,Sales,Supervisor,Morning,128160.17
247779,160660,Front Office,Supervisor,Night,145643.52
247780,160193,Sales,Executive,Night,114113.05
247781,160721,Front Office,Manager,Night,98582.86
247782,160324,Front Office,Executive,Night,152814.36
247783,160471,Front Office,Chef,Night,47726.12
247784,161215,Front Office,Executive,Morning,29197.53
247785,161081,Front Office,Technician,Night,121645.59
247786,160122,Housekeeping,Executive,Night,93646.42
247787,160326,Maintenance,Associate,Evening,160758.53
247788,160926,Front Office,Executive,Morning,112990.98
247789,160291,Food & Beverage,Executive,Evening,175138.68
247790,161912,Sales,Technician,Night,26234.77
247791,161599,Maintenance,Chef,Evening,178690.45
247792,161053,Food & Beverage,Associate,Night,94073.28
247793,160513,Front Office,Chef,Night,54375.13
247794,161002,Front Office,Chef,Morning,27302.44
247795,160633,Housekeeping,Technician,Evening,179497.27
247796,160917,Food & Beverage,Technician,Night,162658.86
247797,160795,Sales,Executive,Morning,100053.8
247798,161964,Sales,Manager,Evening,158869.44
247799,161606,Housekeeping,Chef,Evening,74733.56
247800,161455,Food & Beverage,Supervisor,Night,33584.04
247801,160974,Food & Beverage,Manager,Evening,152635.99
247802,160458,Food & Beverage,Executive,Evening,126757.21
247803,160070,Housekeeping,Chef,Evening,143435.81
247804,161886,Sales,Supervisor,Evening,122008.64
247805,161634,Food & Beverage,Chef,Evening,77097.95
247806,161401,Food & Beverage,Chef,Night,99834.99
247807,160130,Maintenance,Technician,Morning,152576.14
247808,161243,Front Office,Supervisor,Morning,55522.96
247809,160073,Housekeeping,Manager,Evening,63354.91
247810,160561,Sales,Supervisor,Night,96873.28
247811,160342,Housekeeping,Supervisor,Night,167319.56
247812,160697,Maintenance,Manager,Night,18212.11
247813,160312,Front Office,Chef,Night,61933.43
247814,161287,Food & Beverage,Supervisor,Morning,63978.69
247815,161869,Food & Beverage,Executive,Night,99369.58
247816,160358,Housekeeping,Executive,Morning,98669.56
247817,161227,Maintenance,Associate,Night,109594.13
247818,161956,Maintenance,Chef,Night,142662.57
247819,161017,Sales,Associate,Night,63995.47
247820,160176,Sales,Chef,Evening,119308.89
247821,160705,Front Office,Technician,Morning,153758.01
247822,161292,Sales,Manager,Evening,151888.62
247823,160085,Housekeeping,Chef,Night,63515.53
247824,160887,Maintenance,Chef,Night,150840.18
247825,161664,Front Office,Technician,Morning,99420.79
247826,160455,Front Office,Manager,Morning,29653.33
247827,161347,Housekeeping,Technician,Evening,107393.36
247828,161971,Front Office,Executive,Evening,66934.2
247829,160402,Front Office,Chef,Evening,140857.8
247830,160239,Sales,Manager,Evening,83244.32
247831,160371,Housekeeping,Associate,Night,60589.16
247832,161971,Sales,Associate,Evening,23311.86
247833,160429,Front Office,Supervisor,Night,102007.24
247834,161348,Sales,Supervisor,Evening,128023.33
247835,160059,Maintenance,Associate,Night,97910.27
247836,161741,Maintenance,Executive,Morning,89018.52
247837,161367,Front Office,Technician,Night,69107.46
247838,161986,Housekeeping,Executive,Night,123426.71
247839,161050,Housekeeping,Supervisor,Night,18608.36
247840,161020,Housekeeping,Chef,Evening,56483.85
247841,161808,Food & Beverage,Supervisor,Evening,67482.4
247842,161650,Food & Beverage,Associate,Night,125492.17
247843,160457,Maintenance,Chef,Morning,153661.33
247844,161480,Sales,Manager,Night,46970.18
247845,161976,Food & Beverage,Executive,Night,55441.27
247846,161968,Front Office,Executive,Morning,153559.59
247847,161850,Front Office,Executive,Night,54667.79
247848,161463,Sales,Chef,Morning,152067.72
247849,160454,Front Office,Chef,Night,28274.81
247850,161350,Housekeeping,Associate,Evening,61135.68
247851,161804,Sales,Supervisor,Evening,139642.58
247852,161365,Housekeeping,Associate,Morning,89364.37
247853,160436,Housekeeping,Supervisor,Evening,159283.34
247854,161447,Sales,Technician,Morning,95430.83
247855,161476,Housekeeping,Chef,Night,40788.35
247856,160665,Maintenance,Associate,Night,96862.21
247857,160491,Sales,Technician,Morning,115159.13
247858,160237,Front Office,Chef,Evening,47893.36
247859,161350,Front Office,Executive,Evening,45694.67
247860,161489,Front Office,Executive,Morning,94037.96
247861,161365,Maintenance,Executive,Evening,86192.76
247862,161890,Sales,Manager,Morning,134832.45
247863,161694,Maintenance,Technician,Morning,143003.38
247864,161917,Housekeeping,Technician,Evening,90978.68
247865,161824,Housekeeping,Chef,Evening,79478.41
247866,161153,Front Office,Supervisor,Night,76519.54
247867,161834,Food & Beverage,Associate,Morning,111287.07
247868,160987,Sales,Chef,Morning,117851.51
247869,160178,Sales,Associate,Night,29815.3
247870,161963,Front Office,Manager,Night,86290.05
247871,160403,Maintenance,Chef,Morning,175000.83
247872,161625,Front Office,Manager,Evening,41322.72
247873,161016,Housekeeping,Supervisor,Morning,173509.83
247874,161872,Housekeeping,Technician,Morning,144564.65
247875,161001,Sales,Technician,Morning,165419.54
247876,160885,Front Office,Executive,Evening,65114.0
247877,160177,Maintenance,Associate,Evening,37392.45
247878,161818,Front Office,Manager,Morning,61353.21
247879,160631,Housekeeping,Executive,Morning,133367.49
247880,160542,Housekeeping,Chef,Night,164529.05
247881,161734,Maintenance,Chef,Morning,97656.76
247882,160059,Housekeeping,Executive,Morning,147392.5
247883,160736,Food & Beverage,Associate,Evening,113155.8
247884,161716,Front Office,Technician,Night,65574.54
247885,161008,Maintenance,Associate,Evening,32093.15
247886,161200,Maintenance,Supervisor,Morning,70729.68
247887,160064,Housekeeping,Technician,Night,169606.65
247888,161491,Food & Beverage,Executive,Evening,133764.0
247889,160064,Housekeeping,Associate,Night,61610.18
247890,160499,Maintenance,Manager,Night,143845.47
247891,161352,Sales,Executive,Evening,86551.2
247892,161998,Front Office,Associate,Evening,157359.46
247893,160859,Maintenance,Supervisor,Night,155948.39
247894,160132,Maintenance,Supervisor,Evening,164139.89
247895,160808,Food & Beverage,Manager,Morning,147795.1
247896,160276,Housekeeping,Technician,Evening,170975.47
247897,161794,Sales,Supervisor,Night,81071.18
247898,161182,Food & Beverage,Executive,Morning,152525.14
247899,160523,Maintenance,Associate,Night,164681.56
247900,161676,Housekeeping,Associate,Morning,99856.65
247901,160749,Food & Beverage,Supervisor,Morning,150834.05
247902,161905,Housekeeping,Chef,Evening,135455.75
247903,160340,Maintenance,Manager,Morning,150657.21
247904,161558,Front Office,Chef,Morning,72369.32
247905,161800,Maintenance,Manager,Evening,85668.19
247906,161392,Food & Beverage,Executive,Evening,124846.17
247907,160184,Food & Beverage,Associate,Morning,137798.2
247908,160023,Front Office,Technician,Morning,105613.09
247909,161030,Front Office,Supervisor,Night,98978.75
247910,161280,Front Office,Supervisor,Evening,45999.94
247911,160703,Sales,Manager,Morning,130490.25
247912,160146,Food & Beverage,Technician,Evening,122494.63
247913,160799,Housekeeping,Executive,Morning,72806.42
247914,160108,Food & Beverage,Executive,Evening,162035.97
247915,161924,Food & Beverage,Associate,Morning,108352.02
247916,161357,Sales,Associate,Morning,41657.75
247917,161331,Maintenance,Executive,Morning,60860.4
247918,161493,Maintenance,Chef,Morning,106476.53
247919,160053,Maintenance,Technician,Morning,134174.51
247920,161334,Food & Beverage,Technician,Night,178262.58
247921,160029,Front Office,Associate,Night,165568.88
247922,161290,Housekeeping,Manager,Morning,171911.73
247923,160177,Sales,Associate,Night,161488.43
247924,160991,Maintenance,Chef,Morning,40510.49
247925,160507,Housekeeping,Technician,Morning,30868.05
247926,160775,Sales,Associate,Morning,161770.71
247927,160470,Food & Beverage,Manager,Night,29947.55
247928,160410,Front Office,Manager,Evening,144321.8
247929,161387,Sales,Chef,Morning,52433.02
247930,160326,Food & Beverage,Executive,Evening,124063.49
247931,161358,Housekeeping,Supervisor,Night,30320.96
247932,160537,Sales,Technician,Evening,132213.26
247933,160023,Sales,Executive,Morning,130080.83
247934,161800,Maintenance,Manager,Evening,95354.62
247935,161858,Maintenance,Chef,Evening,19521.62
247936,161438,Housekeeping,Technician,Evening,87051.74
247937,161922,Maintenance,Technician,Night,21005.65
247938,161256,Maintenance,Supervisor,Morning,26616.18
247939,160091,Maintenance,Associate,Morning,35535.36
247940,161615,Food & Beverage,Associate,Evening,162624.84
247941,160061,Front Office,Executive,Evening,55706.91
247942,161763,Food & Beverage,Manager,Night,132012.69
247943,161555,Sales,Technician,Morning,165161.05
247944,160268,Maintenance,Executive,Morning,103951.71
247945,160273,Maintenance,Supervisor,Evening,178862.15
247946,161478,Maintenance,Chef,Evening,161665.82
247947,161909,Sales,Associate,Morning,26240.74
247948,161749,Sales,Manager,Night,145494.03
247949,160921,Sales,Executive,Night,36114.35
247950,160268,Sales,Technician,Night,27778.64
247951,161525,Maintenance,Supervisor,Morning,93136.55
247952,161889,Sales,Executive,Morning,102168.92
247953,160010,Housekeeping,Associate,Morning,46447.12
247954,160132,Front Office,Supervisor,Evening,128958.43
247955,161661,Sales,Supervisor,Night,142234.62
247956,161413,Food & Beverage,Technician,Night,152884.18
247957,160413,Housekeeping,Technician,Night,105146.17
247958,160952,Housekeeping,Executive,Evening,107585.61
247959,161302,Sales,Manager,Morning,111587.82
247960,161225,Maintenance,Executive,Night,68510.86
247961,160611,Housekeeping,Supervisor,Evening,158339.32
247962,160381,Front Office,Supervisor,Night,75353.46
247963,161546,Maintenance,Chef,Morning,131217.56
247964,160021,Housekeeping,Manager,Morning,107970.56
247965,161270,Maintenance,Technician,Morning,44270.92
247966,160084,Food & Beverage,Technician,Night,85006.39
247967,160010,Front Office,Chef,Morning,101840.05
247968,161801,Maintenance,Supervisor,Morning,118768.72
247969,160823,Housekeeping,Supervisor,Evening,29830.49
247970,161776,Front Office,Manager,Night,50790.11
247971,161840,Sales,Technician,Night,100414.61
247972,161457,Front Office,Associate,Evening,82988.76
247973,160025,Front Office,Technician,Morning,126628.83
247974,160492,Maintenance,Chef,Morning,57184.11
247975,161440,Maintenance,Associate,Morning,173418.49
247976,160506,Front Office,Technician,Morning,146991.06
247977,160611,Maintenance,Supervisor,Evening,177682.7
247978,160926,Front Office,Supervisor,Morning,75857.25
247979,161005,Sales,Chef,Night,45554.33
247980,160297,Housekeeping,Technician,Morning,66085.22
247981,160476,Food & Beverage,Chef,Night,81247.29
247982,161734,Food & Beverage,Executive,Evening,32086.45
247983,161938,Sales,Associate,Night,176906.09
247984,160155,Housekeeping,Supervisor,Night,119424.89
247985,160053,Sales,Manager,Night,172250.37
247986,160015,Housekeeping,Associate,Night,44016.8
247987,160733,Maintenance,Associate,Evening,83962.01
247988,161218,Maintenance,Chef,Night,153795.98
247989,161362,Housekeeping,Technician,Night,158566.16
247990,160892,Housekeeping,Technician,Morning,22250.7
247991,160450,Maintenance,Chef,Night,75740.64
247992,160370,Food & Beverage,Associate,Morning,170128.12
247993,161395,Housekeeping,Supervisor,Morning,47286.67
247994,160700,Sales,Executive,Morning,110072.98
247995,160897,Housekeeping,Supervisor,Evening,102975.65
247996,161629,Front Office,Technician,Morning,119927.05
247997,161539,Front Office,Associate,Night,166465.45
247998,161386,Food & Beverage,Manager,Morning,173998.46
247999,161850,Maintenance,Manager,Evening,27998.91
248000,160400,Maintenance,Chef,Night,23712.14
248001,160706,Food & Beverage,Chef,Night,55471.27
248002,161079,Sales,Manager,Night,152654.94
248003,160840,Maintenance,Manager,Evening,66279.13
248004,161195,Front Office,Executive,Night,132117.05
248005,161676,Housekeeping,Associate,Night,94323.04
248006,161358,Front Office,Manager,Evening,161294.73
248007,161042,Sales,Associate,Night,88752.65
248008,160115,Housekeeping,Manager,Evening,99887.68
248009,160848,Maintenance,Supervisor,Morning,65972.53
248010,160421,Food & Beverage,Chef,Morning,103798.06
248011,160926,Sales,Chef,Morning,160658.45
248012,161608,Food & Beverage,Supervisor,Morning,32397.09
248013,160812,Food & Beverage,Chef,Evening,50578.23
248014,160119,Maintenance,Associate,Morning,31096.47
248015,160225,Front Office,Manager,Evening,49861.33
248016,160104,Food & Beverage,Executive,Night,96459.19
248017,160040,Housekeeping,Chef,Night,139122.93
248018,160139,Maintenance,Technician,Morning,69156.57
248019,160672,Front Office,Associate,Night,125993.88
248020,160742,Food & Beverage,Manager,Evening,57174.25
248021,160155,Maintenance,Manager,Evening,29884.83
248022,160410,Housekeeping,Supervisor,Morning,166494.68
248023,160095,Maintenance,Technician,Morning,114190.69
248024,161762,Food & Beverage,Executive,Morning,50180.27
248025,161974,Front Office,Executive,Evening,113761.94
248026,160432,Maintenance,Manager,Night,48710.35
248027,160898,Maintenance,Chef,Night,75757.8
248028,161698,Front Office,Supervisor,Morning,132278.0
248029,160930,Food & Beverage,Supervisor,Night,113392.49
248030,161016,Sales,Executive,Evening,57850.37
248031,160014,Food & Beverage,Technician,Evening,119451.47
248032,161278,Food & Beverage,Associate,Morning,152666.64
248033,161304,Front Office,Supervisor,Morning,71312.54
248034,160603,Food & Beverage,Supervisor,Evening,57694.68
248035,160962,Housekeeping,Executive,Night,40961.6
248036,161156,Front Office,Chef,Night,164944.42
248037,160036,Front Office,Supervisor,Evening,163394.07
248038,160751,Food & Beverage,Technician,Night,126927.37
248039,161498,Housekeeping,Associate,Evening,97082.35
248040,160324,Housekeeping,Chef,Night,148948.0
248041,160633,Housekeeping,Executive,Morning,21534.47
248042,160611,Housekeeping,Associate,Evening,57236.08
248043,160758,Maintenance,Technician,Morning,52599.66
248044,160034,Sales,Executive,Evening,98001.95
248045,160402,Food & Beverage,Executive,Night,84996.39
248046,161462,Front Office,Supervisor,Morning,131862.86
248047,161385,Housekeeping,Executive,Night,98756.64
248048,160555,Housekeeping,Technician,Morning,107165.86
248049,160508,Maintenance,Associate,Night,18435.27
248050,160155,Front Office,Executive,Morning,28908.67
248051,160718,Housekeeping,Manager,Morning,124405.34
248052,160988,Housekeeping,Executive,Night,128337.93
248053,160111,Maintenance,Manager,Morning,150676.02
248054,160133,Front Office,Technician,Evening,87233.92
248055,161750,Maintenance,Associate,Evening,93785.34
248056,161178,Sales,Associate,Evening,40615.2
248057,161533,Maintenance,Technician,Night,104312.21
248058,161205,Sales,Technician,Morning,176079.68
248059,161122,Housekeeping,Chef,Evening,26148.2
248060,160962,Maintenance,Executive,Morning,175960.48
248061,160508,Maintenance,Chef,Night,94269.07
248062,160335,Housekeeping,Executive,Evening,80092.66
248063,160607,Food & Beverage,Manager,Evening,132455.5
248064,161525,Front Office,Technician,Night,72315.67
248065,161722,Maintenance,Associate,Night,102682.32
248066,160010,Housekeeping,Associate,Night,179128.08
248067,160911,Front Office,Chef,Night,100693.88
248068,161197,Maintenance,Chef,Evening,93553.42
248069,161793,Maintenance,Chef,Evening,160182.65
248070,161703,Sales,Associate,Evening,149426.31
248071,160720,Food & Beverage,Supervisor,Morning,82402.73
248072,160962,Maintenance,Manager,Night,107433.98
248073,160302,Food & Beverage,Technician,Evening,105278.02
248074,161130,Housekeeping,Manager,Night,170600.99
248075,160906,Food & Beverage,Chef,Morning,167052.95
248076,160805,Food & Beverage,Supervisor,Night,26072.94
248077,160219,Front Office,Executive,Night,134615.17
248078,161969,Housekeeping,Supervisor,Night,93719.16
248079,160294,Food & Beverage,Chef,Evening,138949.45
248080,160282,Food & Beverage,Executive,Evening,115971.79
248081,160028,Housekeeping,Technician,Morning,132617.43
248082,160134,Housekeeping,Associate,Morning,129101.24
248083,161138,Sales,Associate,Night,150824.35
248084,160075,Food & Beverage,Chef,Evening,140493.27
248085,160984,Food & Beverage,Associate,Evening,157487.24
248086,160137,Sales,Chef,Evening,76051.33
248087,161352,Housekeeping,Manager,Morning,125174.09
248088,160853,Food & Beverage,Associate,Night,154006.72
248089,160192,Food & Beverage,Executive,Evening,24985.92
248090,160076,Housekeeping,Chef,Night,24038.88
248091,160618,Housekeeping,Supervisor,Night,77588.37
248092,161072,Front Office,Executive,Night,141061.49
248093,161397,Sales,Executive,Evening,79104.38
248094,161311,Front Office,Technician,Night,29058.92
248095,161434,Food & Beverage,Manager,Night,18868.4
248096,160406,Housekeeping,Technician,Morning,91959.49
248097,161032,Maintenance,Supervisor,Night,139261.28
248098,161347,Front Office,Technician,Morning,91353.9
248099,161210,Food & Beverage,Executive,Morning,132260.09
248100,160142,Maintenance,Technician,Evening,75591.43
248101,160649,Front Office,Associate,Night,91306.65
248102,161529,Sales,Supervisor,Morning,37175.9
248103,160144,Maintenance,Technician,Evening,71014.14
248104,161458,Maintenance,Supervisor,Morning,166486.49
248105,161425,Sales,Supervisor,Morning,109577.88
248106,161549,Food & Beverage,Technician,Morning,78635.18
248107,161137,Front Office,Supervisor,Evening,44505.55
248108,161190,Food & Beverage,Technician,Morning,119135.39
248109,161830,Front Office,Supervisor,Evening,133170.88
248110,160834,Sales,Supervisor,Night,33429.72
248111,160414,Maintenance,Chef,Evening,29305.82
248112,161008,Food & Beverage,Chef,Morning,19379.92
248113,161400,Front Office,Chef,Night,42376.65
248114,160229,Sales,Executive,Morning,114706.82
248115,160204,Maintenance,Manager,Morning,42607.43
248116,160926,Food & Beverage,Associate,Morning,95924.18
248117,161967,Sales,Chef,Evening,133662.32
248118,160861,Housekeeping,Manager,Evening,37111.54
248119,160680,Maintenance,Executive,Morning,59457.3
248120,160854,Maintenance,Associate,Morning,138299.79
248121,161490,Maintenance,Supervisor,Morning,55063.41
248122,160688,Front Office,Manager,Morning,147805.49
248123,161629,Sales,Chef,Evening,112954.3
248124,161627,Front Office,Chef,Night,34571.06
248125,160140,Maintenance,Technician,Night,163840.37
248126,160778,Housekeeping,Executive,Night,168797.41
248127,160892,Maintenance,Associate,Evening,47260.45
248128,160823,Maintenance,Chef,Morning,89124.9
248129,160947,Housekeeping,Manager,Night,144742.71
248130,161574,Sales,Associate,Night,132075.14
248131,160989,Front Office,Technician,Morning,65999.85
248132,160097,Housekeeping,Supervisor,Morning,104318.38
248133,160867,Front Office,Technician,Night,146007.66
248134,160055,Front Office,Associate,Night,123324.22
248135,160728,Front Office,Executive,Evening,57556.28
248136,160360,Food & Beverage,Supervisor,Evening,134602.83
248137,160907,Front Office,Manager,Evening,167145.55
248138,160657,Sales,Supervisor,Evening,150187.69
248139,160224,Front Office,Associate,Evening,67758.69
248140,161904,Front Office,Executive,Evening,144238.6
248141,160404,Maintenance,Manager,Morning,20271.2
248142,160358,Maintenance,Executive,Morning,116897.8
248143,161536,Maintenance,Manager,Evening,122903.92
248144,160794,Front Office,Technician,Evening,163826.89
248145,160100,Maintenance,Technician,Evening,34592.81
248146,161901,Housekeeping,Technician,Morning,55588.03
248147,160962,Housekeeping,Associate,Evening,28192.01
248148,161307,Sales,Chef,Night,127347.9
248149,161173,Sales,Technician,Morning,56111.6
248150,160315,Sales,Chef,Night,176862.56
248151,161235,Maintenance,Chef,Evening,22738.04
248152,160674,Front Office,Chef,Evening,68763.63
248153,160021,Housekeeping,Manager,Evening,48134.75
248154,161163,Housekeeping,Supervisor,Evening,94735.69
248155,161101,Housekeeping,Executive,Morning,178793.08
248156,161776,Sales,Associate,Morning,40724.16
248157,160961,Maintenance,Manager,Evening,70704.63
248158,161511,Food & Beverage,Manager,Morning,124558.5
248159,161829,Sales,Chef,Night,115666.41
248160,160599,Housekeeping,Manager,Evening,123936.65
248161,161669,Maintenance,Manager,Morning,124318.44
248162,161162,Food & Beverage,Executive,Evening,87056.73
248163,160952,Maintenance,Technician,Night,149639.05
248164,160539,Housekeeping,Technician,Evening,147579.77
248165,160124,Sales,Associate,Morning,176432.32
248166,160692,Sales,Manager,Evening,141052.4
248167,160460,Food & Beverage,Associate,Evening,101253.66
248168,161729,Maintenance,Executive,Morning,88258.87
248169,160257,Maintenance,Manager,Morning,107822.78
248170,160403,Front Office,Manager,Morning,146185.62
248171,161547,Maintenance,Executive,Morning,67901.23
248172,160002,Front Office,Technician,Night,74262.72
248173,160397,Maintenance,Executive,Evening,130278.96
