Review_ID,Booking_ID,Review_Date,Cleanliness,Service,Location,Value,Overall_Rating,Sentiment
22063753,20080817.0,2024-12-28 11:05:59,3.0,5,2,4,4.5,Negative
22063754,20047321.0,2025-03-19 21:05:32,2.0,5,2,1,3.7,Neutral
22063755,20112586.0,2023-07-08 07:26:36,4.0,5,5,3,1.8,Positive
22063756,,2023-10-31 16:40:26,2.0,1,1,1,3.1,Positive
22063757,20013991.0,2023-07-21 03:09:44,5.0,2,3,1,4.6,Positive
22063758,20019921.0,2024-11-16 17:09:22,2.0,2,4,2,1.9,Positive
22063759,20094221.0,2025-09-12 09:54:51,1.0,4,3,5,1.8,Positive
22063760,20041935.0,2023-10-01 18:20:25,1.0,5,2,2,3.7,Neutral
22063761,20125646.0,2025-08-31 02:12:54,3.0,5,3,2,3.0,Positive
22063762,20110075.0,2023-11-02 10:01:09,4.0,5,3,5,2.4,Neutral
22063763,20078118.0,2025-07-02 15:52:14,3.0,1,5,3,2.8,Positive
22063764,20094472.0,2024-04-30 21:51:08,5.0,5,2,1,3.3,Positive
22063765,20034328.0,2023-11-24 14:51:01,4.0,2,2,3,2.4,Positive
22063766,20086971.0,2023-11-19 00:44:42,3.0,5,1,1,4.0,Neutral
22063767,20034825.0,2023-10-20 08:36:24,5.0,3,1,3,3.1,Positive
22063768,20065620.0,2025-10-29 20:25:33,5.0,5,2,4,1.7,Positive
22063769,20090516.0,2024-01-07 08:43:52,1.0,2,3,2,3.1,Positive
22063770,20040701.0,2025-01-28 05:05:54,2.0,3,2,4,2.9,Positive
22063771,20020997.0,2023-09-25 05:38:41,4.0,4,1,2,3.8,Positive
22063772,20110679.0,2025-12-23 17:25:42,4.0,2,2,3,1.4,Neutral
22063773,20124131.0,2025-04-18 05:28:46,3.0,3,1,2,2.6,Positive
22063774,20113563.0,2025-08-19 08:06:29,1.0,3,1,1,3.5,Positive
22063775,20071489.0,2023-12-22 18:53:56,5.0,4,5,3,2.8,Negative
22063776,20123235.0,2025-03-05 03:48:21,1.0,5,1,5,1.1,Positive
22063777,20115101.0,2023-03-17 04:49:40,1.0,3,3,4,4.8,Neutral
22063778,20105149.0,2024-07-15 17:40:15,1.0,2,1,4,1.1,Positive
22063779,20023060.0,2025-11-24 03:21:09,5.0,5,2,2,4.8,Positive
22063780,20056112.0,2024-01-09 11:28:52,5.0,4,3,3,2.3,Neutral
22063781,20113197.0,2024-10-10 16:07:45,2.0,5,5,2,2.1,Positive
22063782,20028571.0,2025-11-19 15:44:01,2.0,4,4,5,3.1,Negative
22063783,20107935.0,2023-08-30 22:04:44,1.0,5,2,1,2.8,Positive
22063784,20120020.0,2024-02-08 20:12:43,1.0,1,5,4,1.1,Neutral
22063785,20112883.0,2023-11-17 16:39:12,5.0,4,1,5,3.7,Neutral
22063786,20018129.0,2025-10-17 05:53:19,1.0,4,3,5,2.2,Neutral
22063787,20096809.0,2024-05-27 19:02:03,1.0,1,1,1,3.7,Positive
22063788,20059069.0,2024-10-27 06:12:47,2.0,1,5,5,1.4,Positive
22063789,20026869.0,2025-02-16 07:48:02,3.0,1,2,4,4.4,Neutral
22063790,20055161.0,2025-04-27 03:20:04,3.0,3,5,2,1.0,Negative
22063791,20066091.0,2023-07-09 23:20:23,2.0,2,1,3,5.0,Positive
22063792,20100916.0,2024-07-09 06:17:12,3.0,3,3,3,2.2,Positive
22063793,20105365.0,2025-02-14 14:13:48,1.0,1,5,2,3.6,Positive
22063794,20015368.0,2023-06-25 02:24:15,5.0,2,1,2,4.0,Neutral
22063795,20036985.0,2024-07-31 16:06:58,5.0,1,4,5,3.5,Positive
22063796,20067555.0,2023-10-09 18:39:51,3.0,2,1,3,2.1,Positive
22063797,20117838.0,2025-01-11 08:28:37,3.0,5,3,2,4.9,Positive
22063798,20103143.0,2024-02-17 07:30:22,2.0,1,1,5,2.1,Positive
22063799,20075715.0,2023-06-17 09:44:40,5.0,3,3,2,5.0,Neutral
22063800,20082338.0,2024-01-29 03:45:29,2.0,1,4,5,4.3,Positive
22063801,20050341.0,2024-07-28 21:17:16,2.0,2,5,3,1.8,Negative
22063802,20040760.0,2023-10-19 03:01:36,2.0,3,4,2,4.4,Positive
22063803,20126795.0,2024-03-09 05:24:59,5.0,4,2,1,4.8,Positive
22063804,20121002.0,2024-08-19 13:55:08,1.0,2,3,5,4.7,Positive
22063805,20040566.0,2024-07-09 11:04:41,2.0,4,2,3,4.6,Positive
22063806,20008379.0,2025-03-22 12:39:21,4.0,3,2,1,4.4,Positive
22063807,20023381.0,2024-04-17 23:21:56,3.0,3,5,5,4.3,Negative
22063808,20079046.0,2024-02-04 10:32:24,3.0,4,1,4,2.8,Positive
22063809,20086928.0,2025-03-27 11:36:46,1.0,3,4,4,2.4,Positive
22063810,20035776.0,2024-08-11 16:48:27,4.0,1,4,3,1.7,Positive
22063811,20092741.0,2024-07-17 00:45:18,3.0,1,3,2,1.8,Positive
22063812,20095698.0,2025-01-01 22:24:58,1.0,2,3,1,2.4,Neutral
22063813,20037912.0,2024-12-29 14:19:41,3.0,5,4,2,2.4,Positive
22063814,20110642.0,2024-10-28 16:51:33,4.0,3,4,3,1.5,Positive
22063815,20076789.0,2024-05-03 16:15:23,2.0,5,5,2,4.4,Positive
22063816,20107127.0,2025-12-26 05:48:40,5.0,3,2,4,3.6,Neutral
22063817,20004403.0,2025-02-01 02:20:52,3.0,4,1,3,4.3,Neutral
22063818,20006819.0,2023-09-28 07:06:03,2.0,4,1,3,1.3,Positive
22063819,20033755.0,2025-08-06 20:11:04,3.0,4,3,1,2.0,Positive
22063820,20026762.0,2025-07-31 17:22:49,1.0,3,4,4,4.5,Neutral
22063821,20038091.0,2023-11-07 23:45:48,4.0,3,4,4,3.6,Neutral
22063822,20024780.0,2025-12-10 22:43:20,3.0,1,5,4,4.1,Negative
22063823,20121204.0,2025-09-07 15:47:00,2.0,3,1,3,4.7,Positive
22063824,20064311.0,2025-05-12 19:16:44,5.0,2,3,4,3.1,Positive
22063825,20128007.0,2023-12-21 10:26:17,4.0,5,3,1,1.7,Neutral
22063826,20032197.0,2024-07-24 03:58:42,3.0,1,3,1,2.8,Positive
22063827,20055982.0,2025-10-16 10:14:14,1.0,3,5,1,2.2,Neutral
22063828,20034866.0,2025-02-26 13:13:48,3.0,5,1,1,3.5,Positive
22063829,20093798.0,2023-05-12 22:12:07,4.0,1,3,1,2.5,Positive
22063830,20017243.0,2023-08-15 09:58:15,5.0,3,5,4,2.6,Neutral
22063831,20037018.0,2024-05-31 16:08:53,5.0,5,5,1,4.6,Negative
22063832,20001423.0,2023-02-24 03:09:35,4.0,3,1,4,3.2,Positive
22063833,20024295.0,2025-04-14 15:00:47,2.0,1,1,2,3.0,Negative
22063834,20056560.0,2025-02-05 08:19:33,5.0,5,2,3,4.7,Positive
22063835,20050959.0,2024-01-03 06:32:02,2.0,3,4,2,2.4,Neutral
22063836,20023454.0,2023-05-13 22:35:36,4.0,2,3,5,3.9,Positive
22063837,20117958.0,2024-09-06 00:53:27,5.0,4,3,2,3.6,Positive
22063838,20047725.0,2024-12-13 21:47:23,2.0,1,5,2,1.4,Neutral
22063839,20014348.0,2024-06-20 10:27:23,3.0,5,1,2,3.7,Positive
22063840,20122265.0,2023-01-12 19:42:33,4.0,5,3,3,1.7,Neutral
22063841,20034041.0,2025-02-23 10:21:05,4.0,4,4,3,2.0,Positive
22063842,20128076.0,2023-06-09 02:14:34,4.0,2,4,2,1.5,Negative
22063843,20093827.0,2025-02-13 19:05:36,1.0,3,3,4,1.5,Positive
22063844,20065335.0,2025-03-17 22:17:27,2.0,1,5,5,1.5,Positive
22063845,20092576.0,2023-08-11 04:00:48,3.0,2,3,4,3.8,Positive
22063846,20105188.0,2024-01-24 02:37:25,3.0,4,5,4,3.6,Positive
22063847,20052080.0,2024-10-10 17:44:06,3.0,5,3,3,4.4,Neutral
22063848,20109845.0,2025-10-07 00:48:45,4.0,5,1,5,4.0,Neutral
22063849,20021560.0,2024-11-04 19:16:56,1.0,4,2,3,2.7,Neutral
22063850,20103191.0,2024-09-06 09:12:35,4.0,3,2,3,4.9,Positive
22063851,20066749.0,2024-08-16 11:53:34,1.0,1,3,3,4.7,Positive
22063852,20030213.0,2023-05-08 13:24:48,4.0,5,4,5,4.7,Positive
22063853,20026620.0,2025-04-10 22:05:41,5.0,2,2,4,3.9,Positive
22063854,20065878.0,2025-01-06 13:27:07,3.0,4,1,3,2.3,Neutral
22063855,20049776.0,2025-08-12 07:44:10,3.0,4,5,5,3.7,Positive
22063856,20002359.0,2023-12-18 00:02:45,4.0,5,3,3,1.1,Neutral
22063857,20008662.0,2023-12-08 10:05:03,2.0,1,3,4,4.3,Positive
22063858,20084226.0,2025-01-26 03:32:21,4.0,2,4,1,4.8,Positive
22063859,20020380.0,2024-03-02 05:54:46,2.0,4,2,5,4.1,Positive
22063860,20044319.0,2024-06-24 03:05:41,4.0,3,1,3,2.4,Neutral
22063861,20090122.0,2023-07-09 05:34:24,2.0,5,5,4,4.0,Negative
22063862,20027013.0,2023-04-01 19:17:41,3.0,4,5,3,1.8,Positive
22063863,20040009.0,2023-02-11 17:54:17,4.0,1,5,5,2.8,Positive
22063864,20070856.0,2025-09-12 23:57:32,1.0,1,1,5,3.7,Positive
22063865,20124420.0,2023-02-19 20:19:06,4.0,4,2,5,1.5,Neutral
22063866,20104211.0,2024-04-02 18:11:16,1.0,5,1,4,4.2,Positive
22063867,20040427.0,2025-09-09 21:08:35,1.0,3,3,2,4.3,Positive
22063868,20028533.0,2023-06-27 14:47:16,5.0,3,1,1,1.8,Positive
22063869,20018901.0,2024-10-28 22:59:16,4.0,2,2,3,2.7,Positive
22063870,20108142.0,2023-09-24 15:31:18,3.0,3,3,1,2.3,Neutral
22063871,20012386.0,2024-07-25 19:30:42,4.0,1,5,2,4.5,Neutral
22063872,20117625.0,2024-02-12 05:28:34,4.0,2,1,2,1.6,Negative
22063873,20009843.0,2023-08-24 01:41:34,2.0,2,3,2,1.1,Positive
22063874,20022154.0,2023-06-26 14:33:39,5.0,5,5,3,3.3,Positive
22063875,20005709.0,2023-10-14 20:27:47,2.0,1,2,1,2.1,Positive
22063876,20077525.0,2023-09-09 06:04:30,2.0,3,3,1,1.4,Positive
22063877,20053465.0,2024-01-27 06:40:53,5.0,4,5,5,2.7,Positive
22063878,20095677.0,2023-03-10 00:04:47,3.0,4,4,4,3.3,Positive
22063879,20104301.0,2023-06-06 02:42:53,4.0,4,4,1,2.8,Positive
22063880,20045473.0,2025-05-24 02:33:49,5.0,2,1,3,4.5,Positive
22063881,20041827.0,2023-03-17 02:16:50,5.0,1,5,1,1.3,Neutral
22063882,20097968.0,2024-01-04 06:20:35,4.0,5,3,2,4.3,Positive
22063883,20071419.0,2023-06-25 15:46:08,2.0,5,3,2,2.1,Positive
22063884,20089551.0,2024-02-08 11:58:31,3.0,5,5,1,4.4,Neutral
22063885,20006225.0,2023-10-08 00:36:20,3.0,3,3,2,2.7,Positive
22063886,20066255.0,2023-03-04 21:27:13,5.0,2,5,1,3.1,Neutral
22063887,20046984.0,2025-07-30 19:24:07,3.0,3,2,5,3.9,Positive
22063888,20092414.0,2025-06-22 21:44:51,5.0,5,1,3,3.7,Neutral
22063889,20006316.0,2023-03-14 02:26:51,1.0,4,3,5,2.0,Positive
22063890,20060932.0,2025-10-20 09:24:37,3.0,5,2,5,1.8,Neutral
22063891,20078280.0,2023-12-24 02:55:37,4.0,2,4,2,2.4,Positive
22063892,20045921.0,2023-02-19 11:32:00,4.0,4,4,3,2.0,Neutral
22063893,20057829.0,2024-02-04 16:45:56,2.0,1,3,4,1.6,Neutral
22063894,20110678.0,2024-12-05 10:51:18,1.0,4,4,1,3.4,Neutral
22063895,20000764.0,2024-04-22 02:59:13,3.0,2,2,5,3.4,Positive
22063896,20018425.0,2023-11-02 22:06:27,4.0,2,1,5,4.9,Positive
22063897,20083914.0,2024-04-16 21:48:33,5.0,2,4,1,3.4,Neutral
22063898,20056853.0,2023-05-06 19:05:23,4.0,1,2,2,4.2,Positive
22063899,20009345.0,2023-01-07 04:28:40,2.0,2,2,5,4.0,Positive
22063900,20072349.0,2025-04-26 04:36:12,3.0,1,1,5,4.7,Positive
22063901,20051019.0,2024-06-10 11:18:22,1.0,2,4,5,3.3,Negative
22063902,20023088.0,2024-12-13 21:32:53,3.0,1,2,1,2.6,Positive
22063903,20070448.0,2024-10-05 01:31:11,2.0,4,3,5,2.0,Neutral
22063904,20129553.0,2024-09-21 16:18:17,2.0,1,4,4,1.1,Positive
22063905,20049879.0,2023-06-17 04:32:28,5.0,5,3,5,3.8,Positive
22063906,20006185.0,2024-06-01 23:05:23,1.0,5,5,3,1.7,Positive
22063907,20053007.0,2023-08-17 02:13:12,4.0,1,2,2,4.0,Positive
22063908,20080120.0,2025-12-24 22:01:33,4.0,2,2,4,3.1,Positive
22063909,20025250.0,2023-05-20 22:53:49,5.0,5,1,1,4.7,Positive
22063910,20021121.0,2025-09-21 10:20:19,3.0,2,4,2,2.0,Positive
22063911,20049106.0,2023-10-20 10:22:26,4.0,2,1,5,1.5,Positive
22063912,20054644.0,2024-01-08 21:42:11,2.0,2,2,3,4.0,Positive
22063913,20125050.0,2024-03-22 22:39:34,2.0,3,3,2,2.8,Positive
22063914,20071759.0,2025-12-14 03:36:36,3.0,2,4,5,4.0,Negative
22063915,,2025-11-10 20:07:35,5.0,5,1,3,3.5,Neutral
22063916,20093949.0,2024-05-29 09:49:19,3.0,3,2,4,1.7,Positive
22063917,20080691.0,2023-01-31 01:01:07,2.0,1,5,5,1.6,Positive
22063918,20046411.0,2025-04-06 02:54:30,1.0,5,5,2,1.5,Positive
22063919,20044615.0,2025-01-06 15:32:44,1.0,1,2,3,4.7,Positive
22063920,20041650.0,2024-05-18 09:35:24,5.0,5,2,2,5.0,Positive 
22063921,20064680.0,2025-06-12 16:18:05,3.0,3,5,1,1.0,Positive
22063922,20096605.0,2025-09-28 06:41:19,1.0,3,1,2,3.2,Positive
22063923,20038031.0,2024-09-21 19:31:31,3.0,4,5,1,1.5,Positive
22063924,20128738.0,2025-11-13 23:20:50,4.0,4,3,4,3.8,Neutral
22063925,20093566.0,2024-08-10 18:00:32,2.0,2,1,3,3.4,Negative
22063926,20054940.0,2023-07-15 03:56:25,5.0,1,3,2,1.8,Neutral
22063927,20057630.0,2024-11-24 21:52:32,1.0,4,4,3,1.7,Negative
22063928,20043611.0,2025-12-26 22:18:39,4.0,2,4,2,1.3,Neutral
22063929,20064164.0,2024-11-25 10:45:24,2.0,2,3,2,4.1,Positive
22063930,20037797.0,2023-12-09 19:40:09,3.0,1,2,1,3.5,Neutral
22063931,20011351.0,2023-07-21 07:21:34,5.0,3,2,2,2.9,Neutral
22063932,20070424.0,2024-07-26 08:24:42,1.0,1,5,3,3.9,Positive
22063933,20052856.0,2025-08-03 02:32:39,4.0,2,3,5,1.5,Positive
22063934,20042378.0,2023-06-06 20:43:34,1.0,3,1,4,2.0,Neutral
22063935,,2024-02-10 09:43:29,4.0,2,4,3,3.2,Positive
22063936,20125016.0,2023-10-19 06:12:41,3.0,2,3,2,1.2,Positive
22063937,20001989.0,2024-11-14 00:27:05,2.0,2,4,1,1.2,Positive
22063938,20080534.0,,2.0,1,2,2,1.1,Positive
22063939,20048106.0,2024-10-20 01:49:37,1.0,3,1,1,2.7,Positive 
22063940,20104112.0,,5.0,4,3,3,2.3,Positive
22063941,20028006.0,2025-09-17 11:35:16,3.0,1,5,1,1.5,Neutral
22063942,20039754.0,2025-01-30 22:26:19,1.0,3,2,1,2.9,Positive
22063943,20012727.0,2023-08-26 23:34:12,1.0,2,4,4,3.2,Positive
22063944,20044536.0,2025-06-28 06:41:56,2.0,4,1,4,4.0,Positive
22063945,20121223.0,2024-06-26 01:08:45,2.0,1,1,1,3.3,Neutral
22063946,20096591.0,2023-12-14 18:59:23,5.0,1,4,5,4.6,Positive
22063947,20071263.0,2023-05-29 21:36:18,5.0,1,2,2,4.9,Positive
22063948,20000771.0,2023-06-14 02:27:47,5.0,1,5,1,1.2,Positive
22063949,20024394.0,2025-03-15 23:37:59,5.0,2,1,5,3.8,Positive
22063950,20060582.0,2024-11-03 12:39:40,3.0,1,2,1,4.2,Positive
22063951,20052152.0,2025-03-02 16:13:11,5.0,3,4,2,4.9,Positive
22063952,20042360.0,2025-07-11 11:17:43,4.0,5,2,1,2.7,Positive
22063953,20000279.0,2023-03-23 20:30:23,2.0,3,3,1,3.2,Positive
22063954,20097080.0,2024-03-10 16:04:43,2.0,3,3,4,3.8,Neutral
22063955,20111827.0,2023-02-26 07:47:18,1.0,5,3,5,3.3,Neutral
22063956,20048814.0,2025-03-08 08:32:38,3.0,2,3,5,2.8,Positive
22063957,20081126.0,2024-02-22 05:02:07,2.0,2,4,1,1.5,Positive
22063958,20006449.0,2023-04-29 03:37:04,4.0,1,5,4,2.2,Positive
22063959,20041511.0,2024-10-09 14:46:24,4.0,4,1,2,3.6,Neutral
22063960,20022825.0,2023-10-09 10:52:40,3.0,5,3,2,1.1,Positive
22063961,20019322.0,2025-12-08 12:01:15,1.0,5,5,4,1.5,Neutral
22063962,20094821.0,2025-03-04 17:53:12,1.0,2,4,5,3.1,Positive
22063963,,2024-10-16 03:34:57,3.0,3,5,2,2.9,Positive
22063964,20091901.0,2023-07-18 02:14:48,5.0,3,5,1,3.5,Positive
22063965,20074630.0,2025-10-26 06:44:29,3.0,4,4,2,1.3,Positive
22063966,20067078.0,2024-08-11 12:15:58,4.0,4,5,4,1.2,Neutral
22063967,20127937.0,2024-01-30 05:16:59,5.0,5,1,5,1.8,Positive
22063968,20096178.0,2024-03-07 15:41:51,1.0,1,2,2,2.0,Positive
22063969,20038466.0,2023-09-12 02:58:39,4.0,3,1,1,1.4,Negative
22063970,20113717.0,2023-09-11 22:13:50,5.0,4,5,4,1.5,Positive
22063971,20014971.0,2023-04-21 05:36:00,5.0,2,5,2,4.8,Positive
22063972,20110211.0,2024-05-16 21:15:58,1.0,5,5,3,3.9,Neutral
22063973,20111666.0,2024-09-22 20:31:14,5.0,3,2,4,2.8,Positive
22063974,20053075.0,2023-01-27 18:41:46,3.0,4,1,5,2.3,Neutral
22063975,20053819.0,2023-01-14 23:06:25,3.0,5,1,2,3.9,Positive
22063976,20058588.0,2023-03-27 15:17:54,3.0,4,1,1,3.5,Neutral
22063977,20116237.0,2024-11-20 18:51:36,2.0,2,5,4,1.4,Positive
22063978,20120043.0,2025-08-31 13:53:37,1.0,4,4,2,4.5,Positive
22063979,20083680.0,2025-11-04 01:07:37,3.0,5,1,2,2.9,Positive
22063980,20001069.0,2024-12-02 06:02:41,5.0,5,4,4,1.2,Positive
22063981,20069965.0,2024-04-15 04:04:54,3.0,5,2,3,3.6,Positive
22063982,20069955.0,2024-08-28 07:42:00,2.0,4,2,2,3.6,Negative
22063983,20045019.0,2025-05-07 14:53:14,5.0,5,4,2,2.0,Positive
22063984,20002122.0,2024-05-29 11:56:00,4.0,5,2,2,4.7,Neutral
22063985,20096758.0,2023-08-25 16:36:04,2.0,3,1,1,2.4,Positive
22063986,20021303.0,2025-07-26 05:39:56,3.0,5,1,5,4.4,Positive
22063987,20078677.0,2024-09-05 12:25:15,5.0,2,2,4,2.1,Positive
22063988,20037482.0,2023-04-30 22:17:46,5.0,4,5,5,1.8,Positive
22063989,20035515.0,2023-10-09 22:53:58,5.0,5,5,4,1.6,Positive
22063990,20094772.0,2024-07-09 15:11:31,4.0,3,4,5,3.1,Positive
22063991,20074418.0,2024-05-27 01:31:25,1.0,2,3,2,3.3,Positive
22063992,20002878.0,2024-12-24 16:22:08,4.0,4,4,3,3.9,Positive
22063993,20084661.0,2024-07-24 09:09:41,3.0,3,3,5,1.2,Positive
22063994,20041043.0,2025-07-06 13:32:10,1.0,1,4,1,1.5,Positive
22063995,20105654.0,2023-10-12 10:35:05,1.0,1,2,3,2.9,Positive
22063996,20091310.0,2023-11-10 01:45:31,5.0,1,1,4,2.0,Positive 
22063997,20080565.0,2023-02-14 20:05:06,1.0,4,3,4,1.3,Negative
22063998,20007195.0,2023-02-15 22:56:56,3.0,4,1,2,4.0,Positive
22063999,20090999.0,2024-09-13 10:01:26,2.0,5,5,5,4.0,Positive
22064000,20095245.0,2024-11-06 10:08:36,5.0,4,1,3,2.9,Positive
22064001,20072185.0,2024-04-07 09:54:20,4.0,1,5,2,2.8,Neutral
22064002,20104179.0,2024-08-28 17:09:44,2.0,5,4,3,4.2,Positive
22064003,20110697.0,2025-11-01 02:47:18,1.0,3,1,2,5.0,Positive
22064004,20009320.0,2023-08-09 02:56:02,4.0,5,3,1,4.1,Positive
22064005,20026352.0,2023-09-29 18:10:24,1.0,3,3,4,1.5,Positive
22064006,20080407.0,2025-11-19 19:11:29,1.0,2,4,4,2.6,Positive
22064007,20089581.0,2023-09-22 19:00:34,5.0,1,3,4,2.6,Neutral
22064008,20046258.0,2023-05-22 01:05:03,5.0,2,1,5,3.1,Neutral
22064009,20088392.0,2023-02-03 05:03:28,4.0,3,1,2,1.7,Neutral
22064010,20098771.0,2023-07-13 10:24:55,3.0,4,5,3,4.7,Positive
22064011,20061612.0,2023-04-11 08:30:44,4.0,5,4,5,1.8,Positive
22064012,20022245.0,2025-01-20 12:26:15,4.0,2,5,1,2.4,Neutral
22064013,20057523.0,2023-12-03 20:02:58,5.0,5,4,4,2.6,Positive
22064014,20070424.0,2025-04-10 14:45:22,2.0,1,2,1,3.4,Negative
22064015,20117971.0,2024-06-14 05:41:05,4.0,2,2,4,2.1,Positive
22064016,20124567.0,2025-07-25 17:40:40,4.0,2,1,4,2.1,Positive
22064017,20009502.0,2025-01-29 05:30:32,1.0,3,1,5,4.1,Positive
22064018,20069524.0,2025-08-10 04:21:25,4.0,3,2,5,2.2,Positive
22064019,20070811.0,2025-01-25 03:52:12,1.0,5,3,2,1.0,Positive
22064020,20029511.0,2025-02-07 03:01:25,2.0,1,4,3,1.1,Positive
22064021,20033274.0,2023-05-27 10:10:53,4.0,2,4,1,1.0,Positive
22064022,20086963.0,2025-06-15 15:54:24,1.0,4,2,3,2.6,Negative
22064023,20115285.0,2025-04-27 18:03:13,1.0,2,4,3,4.5,Positive
22064024,20127700.0,2023-09-23 01:02:25,4.0,3,1,3,2.0,Positive
22064025,20101560.0,2025-11-26 03:56:07,4.0,1,1,5,2.8,Positive
22064026,20066474.0,2024-08-30 18:38:34,5.0,1,2,2,2.7,Positive
22064027,20019003.0,2024-07-14 08:56:40,2.0,4,1,5,1.2,Positive
22064028,20077384.0,2024-05-09 17:14:34,1.0,2,3,1,1.4,Negative
22064029,20084059.0,2025-04-17 15:21:13,3.0,2,4,4,4.7,Neutral
22064030,20066551.0,2024-10-15 07:14:14,5.0,3,1,3,4.7,Positive
22064031,20108096.0,2023-12-28 07:33:21,3.0,4,4,3,4.6,Positive
22064032,20127403.0,2025-01-08 11:27:07,5.0,3,1,4,2.3,Positive
22064033,20018591.0,2024-01-05 07:34:35,1.0,1,2,2,1.2,Positive
22064034,20060972.0,2023-10-30 06:25:27,5.0,5,4,1,4.2,Positive
22064035,20053230.0,2025-07-13 23:24:03,1.0,3,4,4,1.9,Neutral
22064036,20050075.0,2025-03-16 06:43:44,1.0,3,2,4,1.6,Positive
22064037,20044718.0,2025-05-08 23:14:24,4.0,1,4,4,4.8,Positive
22064038,20089514.0,2023-08-10 18:26:36,2.0,1,3,1,3.3,Positive
22064039,20080038.0,2023-10-31 13:01:27,2.0,1,2,4,4.6,Neutral
22064040,20108386.0,2023-12-13 07:47:43,3.0,4,3,3,4.0,Positive
22064041,20000909.0,2024-09-19 13:38:26,5.0,1,4,5,3.1,Positive
22064042,20059729.0,2025-08-30 05:33:59,5.0,2,1,2,3.8,Neutral
22064043,20129371.0,2024-11-29 13:04:23,3.0,3,4,2,1.1,Positive
22064044,20110295.0,2023-11-25 17:58:29,3.0,1,2,3,4.6,Neutral
22064045,20087340.0,2023-03-04 06:53:06,1.0,5,1,3,3.5,Positive
22064046,20113788.0,2023-06-13 07:49:34,1.0,4,4,1,3.8,Positive
22064047,20054550.0,2025-04-26 03:10:48,1.0,2,3,4,2.4,Positive
22064048,20124820.0,2023-09-03 09:30:27,4.0,4,4,5,4.2,Neutral
22064049,,2025-11-21 05:58:45,3.0,4,4,2,2.9,Positive
22064050,20001340.0,2025-07-31 12:15:16,5.0,5,2,5,1.8,Positive
22064051,20093174.0,2023-08-14 18:19:46,2.0,1,5,3,1.2,Positive
22064052,20053234.0,2023-05-17 14:12:09,5.0,5,3,4,2.1,Positive
22064053,20091232.0,2024-01-28 19:53:01,4.0,3,5,3,4.6,Neutral
22064054,20113501.0,2023-08-21 03:22:49,2.0,2,4,1,3.6,Positive
22064055,20114932.0,2023-10-31 05:14:08,3.0,5,4,2,1.7,Positive
22064056,20067394.0,2025-10-12 21:21:23,1.0,1,1,3,4.4,Negative
22064057,20074655.0,2024-12-22 06:25:10,4.0,1,5,1,3.7,Positive
22064058,20054232.0,2024-12-15 03:59:02,1.0,2,4,1,4.3,Positive
22064059,20097722.0,2025-03-05 18:07:14,1.0,5,1,5,1.7,Positive
22064060,20016519.0,2025-01-19 19:28:51,5.0,1,3,4,1.2,Positive
22064061,20041310.0,2023-08-22 22:22:17,2.0,2,2,3,1.1,Positive
22064062,20007038.0,2023-08-22 21:26:51,3.0,4,2,2,1.5,Positive
22064063,20101633.0,2024-06-28 01:14:15,5.0,4,2,2,3.7,Positive
22064064,20074080.0,2023-10-30 00:19:14,4.0,2,2,2,3.4,Negative
22064065,20070965.0,2025-01-31 18:46:22,2.0,1,3,2,1.6,Positive
22064066,20086442.0,2025-10-20 17:05:00,2.0,4,2,4,3.3,Negative
22064067,20068638.0,2025-09-14 08:46:50,1.0,1,2,1,1.1,Positive
22064068,20051132.0,2023-09-09 02:47:09,2.0,4,3,1,4.7,Positive
22064069,20015537.0,2025-04-02 15:59:32,2.0,4,3,3,4.4,Positive
22064070,20032233.0,2025-10-25 20:15:16,4.0,1,2,2,4.0,Neutral
22064071,20059011.0,2025-03-09 23:45:28,3.0,2,5,1,2.5,Positive
22064072,20110747.0,2025-05-04 19:30:24,1.0,5,3,5,2.9,Positive
22064073,20030686.0,2023-12-03 06:02:53,1.0,5,2,3,1.8,Positive
22064074,20110009.0,2024-12-11 21:55:35,5.0,1,5,2,2.8,Positive
22064075,20051821.0,2024-05-01 03:01:46,1.0,3,2,2,2.6,Neutral
22064076,20100393.0,2023-06-06 04:01:17,5.0,4,4,3,3.3,Negative
22064077,20108575.0,2024-05-23 21:53:58,1.0,1,2,5,2.0,Negative
22064078,20028655.0,2023-06-21 05:49:50,3.0,5,2,5,3.4,Negative
22064079,20085556.0,2024-07-20 18:03:34,,1,1,1,4.5,Positive
22064080,20059472.0,2025-10-04 16:57:11,3.0,4,1,4,1.6,Negative
22064081,20065362.0,2024-07-19 22:36:53,2.0,5,1,2,2.0,Positive
22064082,20082491.0,2024-07-09 01:43:00,5.0,2,2,4,4.0,Positive
22064083,20009218.0,2024-09-10 13:06:55,4.0,4,5,1,1.7,Positive
22064084,20033523.0,2023-02-27 08:20:02,2.0,5,1,1,1.0,Positive
22064085,20083376.0,2024-03-03 18:00:21,3.0,2,3,2,4.4,Neutral
22064086,20101926.0,2024-11-18 16:41:48,3.0,2,2,5,4.5,Positive
22064087,20028938.0,2025-09-28 09:48:34,4.0,4,2,3,3.3,Positive
22064088,20055333.0,2024-01-10 18:35:05,2.0,2,2,1,3.1,Positive
22064089,20021558.0,2025-07-07 20:56:30,4.0,5,4,4,4.7,Positive
22064090,20008538.0,2023-10-01 13:15:54,3.0,5,4,3,3.6,Neutral
22064091,20048267.0,2023-08-13 18:18:43,5.0,2,2,2,4.7,Positive
